Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome_Uncapped,Attrition_Numeric,Age_Group,Tenure_Group,Cluster,Persona,PCA1,PCA2
28,No,Non-Travel,1476,Research & Development,1,3,Life Sciences,3,Female,55,1,2,Laboratory Technician,4,Married,6674.0,5k-10k,16392,0,No,11,3,1,3,10,6,3,9,8,7,5.0,6674,0,26-35,6-10 Yrs,1,Mid-Level Professionals,-0.1936,0.5824
28,No,Travel_Rarely,736,Sales,26,3,Life Sciences,3,Male,48,2,2,Sales Executive,1,Married,4724.0,Upto 5k,24232,1,No,11,3,3,1,5,0,3,5,3,0,4.0,4724,0,26-35,3-5 Yrs,0,Junior Core,-1.0347,0.7182
28,No,Travel_Rarely,866,Sales,5,3,Medical,4,Male,84,3,2,Sales Executive,1,Single,8463.0,5k-10k,23490,0,No,18,3,4,0,6,4,3,5,4,1,3.0,8463,0,26-35,3-5 Yrs,0,Junior Core,-0.6871,-0.0887
28,Yes,Travel_Frequently,1496,Sales,1,3,Technical Degree,1,Male,92,3,1,Sales Representative,3,Married,2909.0,Upto 5k,15747,3,No,15,3,4,1,5,3,4,3,2,1,2.0,2909,1,26-35,3-5 Yrs,0,Junior Core,-1.954,0.0273
28,Yes,Travel_Frequently,289,Research & Development,2,2,Medical,3,Male,38,2,1,Laboratory Technician,1,Single,2561.0,Upto 5k,5355,7,No,11,3,3,0,8,2,2,0,0,0,0.0,2561,1,26-35,0-2 Yrs,0,Junior Core,-2.1837,-0.6146
28,No,Travel_Rarely,1423,Research & Development,1,3,Life Sciences,1,Male,72,2,1,Research Scientist,3,Divorced,1563.0,Upto 5k,12530,1,No,14,3,4,1,1,2,1,1,0,0,0.0,1563,0,26-35,0-2 Yrs,0,Junior Core,-2.6442,-0.3725
28,No,Travel_Frequently,467,Sales,7,3,Life Sciences,3,Male,55,3,2,Sales Executive,1,Single,4898.0,Upto 5k,11827,0,No,14,3,4,0,5,5,3,4,2,1,3.0,4898,0,26-35,3-5 Yrs,0,Junior Core,-1.179,0.0888
28,No,Travel_Rarely,1083,Research & Development,29,1,Life Sciences,3,Male,96,1,2,Manufacturing Director,2,Married,6549.0,5k-10k,3173,1,No,14,3,2,2,8,2,2,8,6,1,7.0,6549,0,26-35,6-10 Yrs,1,Mid-Level Professionals,-0.1989,1.4356
28,Yes,Travel_Rarely,329,Research & Development,24,3,Medical,3,Male,51,3,1,Laboratory Technician,2,Married,2408.0,Upto 5k,7324,1,Yes,17,3,3,3,1,3,3,1,1,0,0.0,2408,1,26-35,0-2 Yrs,0,Junior Core,-2.5484,-0.0023
28,No,Travel_Rarely,580,Research & Development,27,3,Medical,2,Female,39,1,2,Manufacturing Director,1,Divorced,4877.0,Upto 5k,20460,0,No,21,4,2,1,6,5,2,5,3,0,0.0,4877,0,26-35,3-5 Yrs,0,Junior Core,-1.3222,-0.0561
28,No,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,3,Male,82,3,1,Research Scientist,4,Married,2044.0,Upto 5k,5531,1,No,11,3,3,1,5,6,4,5,3,0,3.0,2044,0,26-35,3-5 Yrs,0,Junior Core,-1.8238,0.4322
28,No,Travel_Rarely,1217,Research & Development,1,3,Medical,3,Female,67,3,1,Research Scientist,1,Married,3591.0,Upto 5k,12719,1,No,25,4,3,1,3,3,3,3,2,1,2.0,3591,0,26-35,3-5 Yrs,0,Junior Core,-2.0039,0.0226
28,No,Non-Travel,280,Human Resources,1,2,Life Sciences,3,Male,43,3,1,Human Resources,4,Divorced,2706.0,Upto 5k,10494,1,No,15,3,2,1,3,2,3,3,2,2,2.0,2706,0,26-35,3-5 Yrs,0,Junior Core,-2.0953,0.0737
28,No,Travel_Rarely,1172,Sales,3,3,Medical,2,Female,78,3,1,Sales Representative,2,Married,2856.0,Upto 5k,3692,1,No,19,3,4,1,1,3,3,1,0,0,0.0,2856,0,26-35,0-2 Yrs,0,Junior Core,-2.5099,-0.4106
28,No,Travel_Frequently,783,Sales,1,2,Life Sciences,3,Male,42,2,2,Sales Executive,4,Married,6834.0,5k-10k,19255,1,Yes,12,3,3,1,7,2,3,7,7,0,7.0,6834,0,26-35,6-10 Yrs,1,Mid-Level Professionals,-0.3043,0.8449
28,Yes,Travel_Rarely,1475,Sales,13,2,Marketing,4,Female,84,3,2,Sales Executive,3,Single,9854.0,5k-10k,23352,3,Yes,11,3,4,0,6,0,3,2,0,2,2.0,9854,1,26-35,0-2 Yrs,0,Junior Core,-0.8242,-0.4599
28,No,Non-Travel,1103,Research & Development,16,3,Medical,3,Male,49,3,1,Research Scientist,3,Single,2144.0,Upto 5k,2122,1,No,14,3,3,0,5,3,2,5,3,1,4.0,2144,0,26-35,3-5 Yrs,0,Junior Core,-1.717,0.8912
28,Yes,Travel_Rarely,1404,Research & Development,17,3,Technical Degree,3,Male,32,2,1,Laboratory Technician,4,Divorced,2367.0,Upto 5k,18779,5,No,12,3,1,1,6,2,2,4,1,0,3.0,2367,1,26-35,3-5 Yrs,0,Junior Core,-1.7886,0.606
29,No,Travel_Rarely,153,Research & Development,15,2,Life Sciences,4,Female,49,2,2,Laboratory Technician,3,Single,4193.0,Upto 5k,12682,0,Yes,12,3,4,0,10,3,3,9,5,0,8.0,4193,0,26-35,6-10 Yrs,1,Mid-Level Professionals,-0.1345,1.5132
29,No,Travel_Rarely,1389,Research & Development,21,4,Life Sciences,2,Female,51,4,3,Manufacturing Director,1,Divorced,9980.0,5k-10k,10195,1,No,11,3,3,1,10,1,3,10,9,8,8.0,9980,0,26-35,6-10 Yrs,1,Mid-Level Professionals,0.9417,1.1642
29,No,Travel_Rarely,1328,Research & Development,2,3,Life Sciences,3,Male,76,3,1,Research Scientist,2,Married,2703.0,Upto 5k,4956,0,No,23,4,4,1,6,3,3,5,4,0,3.0,2703,0,26-35,3-5 Yrs,0,Junior Core,-1.6579,0.3532
29,No,Non-Travel,1496,Research & Development,1,1,Technical Degree,4,Male,41,3,2,Manufacturing Director,3,Married,4319.0,Upto 5k,26283,1,No,13,3,1,1,10,1,3,10,7,0,9.0,4319,0,26-35,6-10 Yrs,1,Mid-Level Professionals,0.0285,1.5243
29,Yes,Travel_Rarely,121,Sales,27,3,Marketing,2,Female,35,3,3,Sales Executive,4,Married,7639.0,5k-10k,24525,1,No,22,4,4,3,10,3,2,10,4,1,3.0,7639,1,26-35,6-10 Yrs,1,Mid-Level Professionals,0.2473,0.4505
29,Yes,Travel_Rarely,992,Research & Development,1,3,Technical Degree,3,Male,85,3,1,Research Scientist,3,Single,2058.0,Upto 5k,19757,0,No,14,3,4,0,7,1,2,6,2,1,5.0,2058,1,26-35,6-10 Yrs,0,Junior Core,-1.4185,0.8198
29,No,Travel_Frequently,1413,Sales,1,1,Medical,2,Female,42,3,3,Sales Executive,4,Married,7918.0,5k-10k,6599,1,No,14,3,4,1,11,5,3,11,10,4,1.0,7918,0,26-35,11-20 Yrs,1,Mid-Level Professionals,0.209,-0.3579
29,Yes,Travel_Rarely,896,Research & Development,18,1,Medical,3,Male,86,2,1,Research Scientist,4,Single,2389.0,Upto 5k,14961,1,Yes,13,3,3,0,4,3,2,4,3,0,1.0,2389,1,26-35,3-5 Yrs,0,Junior Core,-2.051,0.2324
29,No,Travel_Rarely,665,Research & Development,15,3,Life Sciences,3,Male,60,3,1,Research Scientist,4,Single,2340.0,Upto 5k,22673,1,No,19,3,1,0,6,1,3,6,5,1,3.0,2340,0,26-35,6-10 Yrs,0,Junior Core,-1.6263,0.6926
29,No,Travel_Rarely,1247,Sales,20,2,Marketing,4,Male,45,3,2,Sales Executive,4,Divorced,6931.0,5k-10k,10732,2,No,14,3,4,1,10,2,3,3,2,0,3.0,6931,0,26-35,3-5 Yrs,0,Junior Core,-0.6902,-0.0018
29,No,Travel_Rarely,1210,Sales,2,3,Medical,1,Male,78,2,2,Sales Executive,2,Married,6644.0,5k-10k,3687,2,No,19,3,2,2,10,2,3,0,0,0,0.0,6644,0,26-35,0-2 Yrs,0,Junior Core,-1.1922,-1.133
29,No,Travel_Frequently,442,Sales,2,2,Life Sciences,2,Male,44,3,2,Sales Executive,4,Single,4554.0,Upto 5k,20260,1,No,18,3,1,0,10,3,2,10,7,0,9.0,4554,0,26-35,6-10 Yrs,1,Mid-Level Professionals,0.0531,1.529
29,Yes,Travel_Rarely,318,Research & Development,8,4,Other,2,Male,77,1,1,Laboratory Technician,1,Married,2119.0,Upto 5k,4759,1,Yes,11,3,4,0,7,4,2,7,7,0,7.0,2119,1,26-35,6-10 Yrs,0,Junior Core,-1.1635,1.4086
29,No,Travel_Rarely,738,Research & Development,9,5,Other,2,Male,30,2,1,Laboratory Technician,4,Single,3983.0,Upto 5k,7621,0,No,17,3,3,0,4,2,3,3,2,2,2.0,3983,0,26-35,3-5 Yrs,0,Junior Core,-1.863,0.0865
29,No,Travel_Rarely,144,Sales,10,1,Marketing,4,Female,39,2,2,Sales Executive,2,Divorced,8268.0,5k-10k,11866,1,Yes,14,3,1,2,7,2,3,7,7,1,7.0,8268,0,26-35,6-10 Yrs,1,Mid-Level Professionals,-0.1156,0.8842
29,No,Non-Travel,746,Sales,2,3,Life Sciences,4,Male,61,3,2,Sales Executive,3,Married,4649.0,Upto 5k,16928,1,No,14,3,1,1,4,3,2,4,3,0,2.0,4649,0,26-35,3-5 Yrs,0,Junior Core,-1.3205,-0.2041
29,No,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,4,Male,54,3,1,Research Scientist,4,Single,2201.0,Upto 5k,18168,9,No,16,3,4,0,6,4,3,3,2,1,2.0,2201,0,26-35,3-5 Yrs,0,Junior Core,-1.9215,0.4095
29,No,Travel_Rarely,986,Research & Development,3,4,Medical,2,Male,93,2,3,Research Director,3,Married,11935.0,10k-15k,21526,1,No,18,3,3,0,10,2,3,10,2,0,7.0,11935,0,26-35,6-10 Yrs,1,Mid-Level Professionals,1.046,0.5321
29,Yes,Travel_Rarely,408,Research & Development,25,5,Technical Degree,3,Female,71,2,1,Research Scientist,2,Married,2546.0,Upto 5k,18300,5,No,16,3,2,0,6,2,4,2,2,1,1.0,2546,1,26-35,0-2 Yrs,0,Junior Core,-2.0403,0.1528
29,No,Travel_Rarely,232,Research & Development,19,3,Technical Degree,4,Male,34,3,2,Manufacturing Director,4,Divorced,4262.0,Upto 5k,22645,4,No,12,3,2,2,8,2,4,3,2,1,2.0,4262,0,26-35,3-5 Yrs,0,Junior Core,-1.1776,-0.0231
29,No,Travel_Rarely,1176,Sales,3,2,Medical,2,Female,62,3,2,Sales Executive,3,Married,5561.0,5k-10k,3487,1,No,14,3,1,1,6,5,2,6,0,1,2.0,5561,0,26-35,6-10 Yrs,0,Junior Core,-0.977,-0.1096
29,No,Travel_Frequently,806,Research & Development,1,4,Life Sciences,2,Male,76,1,1,Research Scientist,4,Divorced,2720.0,Upto 5k,18959,1,No,18,3,4,1,10,5,3,10,7,2,8.0,2720,0,26-35,6-10 Yrs,1,Mid-Level Professionals,-0.6397,1.6313
29,No,Travel_Rarely,1396,Sales,10,3,Life Sciences,3,Male,99,3,1,Sales Representative,3,Single,2642.0,Upto 5k,2755,1,No,11,3,3,0,1,6,3,1,0,0,0.0,2642,0,26-35,0-2 Yrs,0,Junior Core,-2.4922,-0.3127
29,No,Travel_Rarely,1090,Sales,10,3,Marketing,4,Male,83,3,1,Sales Representative,2,Divorced,2297.0,Upto 5k,17967,1,No,14,3,4,2,2,2,3,2,2,2,2.0,2297,0,26-35,0-2 Yrs,0,Junior Core,-2.2214,0.1548
29,No,Travel_Rarely,657,Research & Development,27,3,Medical,2,Female,66,3,2,Healthcare Representative,3,Married,4335.0,Upto 5k,25549,4,No,12,3,1,1,11,3,2,8,7,1,1.0,4335,0,26-35,6-10 Yrs,0,Junior Core,-0.7562,0.2834
29,Yes,Travel_Rarely,805,Research & Development,1,2,Life Sciences,2,Female,36,2,1,Laboratory Technician,1,Married,2319.0,Upto 5k,6689,1,Yes,11,3,4,1,1,1,3,1,0,0,0.0,2319,1,26-35,0-2 Yrs,0,Junior Core,-2.5289,-0.458
29,No,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,3,Male,81,4,1,Research Scientist,3,Married,2700.0,Upto 5k,23779,1,No,24,4,3,1,10,3,3,10,7,0,7.0,2700,0,26-35,6-10 Yrs,1,Mid-Level Professionals,-0.7245,1.8415
29,Yes,Travel_Rarely,341,Sales,1,3,Medical,2,Female,48,2,1,Sales Representative,3,Divorced,2800.0,Upto 5k,23522,6,Yes,19,3,3,3,5,3,3,3,2,0,2.0,2800,1,26-35,3-5 Yrs,0,Junior Core,-1.928,-0.0083
29,No,Travel_Rarely,1086,Research & Development,7,1,Medical,1,Female,62,2,1,Laboratory Technician,4,Divorced,2532.0,Upto 5k,6054,6,No,14,3,3,3,8,5,3,4,3,0,3.0,2532,0,26-35,3-5 Yrs,0,Junior Core,-1.6176,0.3378
29,No,Travel_Frequently,1404,Sales,20,3,Technical Degree,3,Female,84,3,1,Sales Representative,4,Married,2157.0,Upto 5k,18203,1,No,15,3,2,1,3,5,3,3,1,0,2.0,2157,0,26-35,3-5 Yrs,0,Junior Core,-2.1077,0.4094
29,Yes,Travel_Rarely,906,Research & Development,10,3,Life Sciences,4,Female,92,2,1,Research Scientist,1,Single,2404.0,Upto 5k,11479,6,Yes,20,4,3,0,3,5,3,0,0,0,0.0,2404,1,26-35,0-2 Yrs,0,Junior Core,-2.4606,-0.4153
29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,3,Female,93,3,1,Research Scientist,4,Divorced,2514.0,Upto 5k,26968,4,No,22,4,1,1,11,1,3,7,5,1,7.0,2514,0,26-35,6-10 Yrs,1,Mid-Level Professionals,-0.8745,1.6808
29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,4,Female,61,3,1,Research Scientist,2,Divorced,3291.0,Upto 5k,17940,0,No,14,3,4,2,8,2,2,7,5,1,1.0,3291,0,26-35,6-10 Yrs,0,Junior Core,-1.5272,0.2107
29,No,Travel_Rarely,718,Research & Development,8,1,Medical,2,Male,79,2,2,Manufacturing Director,4,Married,5056.0,5k-10k,17689,1,Yes,15,3,3,1,10,2,2,10,7,1,2.0,5056,0,26-35,6-10 Yrs,0,Junior Core,-0.5295,0.2682
29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,4,Female,45,2,3,Sales Executive,1,Married,7336.0,5k-10k,11162,1,No,13,3,1,1,11,3,1,11,8,3,10.0,7336,1,26-35,11-20 Yrs,1,Mid-Level Professionals,0.9757,1.8006
29,No,Travel_Rarely,1401,Research & Development,6,1,Medical,2,Female,54,3,1,Laboratory Technician,4,Married,3131.0,Upto 5k,26342,1,No,13,3,1,1,10,5,3,10,8,0,8.0,3131,0,26-35,6-10 Yrs,1,Mid-Level Professionals,-0.5954,1.6987
29,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,2,Female,69,1,1,Research Scientist,4,Married,2168.0,Upto 5k,26933,0,Yes,18,3,1,1,6,2,2,5,4,1,3.0,2168,0,26-35,3-5 Yrs,0,Junior Core,-1.7084,0.6208
29,No,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,Female,97,3,1,Research Scientist,4,Divorced,3760.0,Upto 5k,5598,1,No,15,3,1,3,3,5,3,3,2,1,2.0,3760,0,26-35,3-5 Yrs,0,Junior Core,-1.9492,-0.029
29,No,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623.0,5k-10k,4204,1,Yes,11,3,2,2,6,2,3,6,0,1,0.0,6623,0,26-35,6-10 Yrs,0,Junior Core,-1.0478,-0.4812
29,No,Travel_Rarely,694,Research & Development,1,3,Life Sciences,4,Female,87,2,4,Research Director,4,Divorced,16124.0,15k+,3423,3,No,14,3,2,2,9,2,2,7,7,1,7.0,16124,0,26-35,6-10 Yrs,1,Mid-Level Professionals,1.637,-0.1801
29,Yes,Travel_Rarely,806,Research & Development,7,3,Technical Degree,2,Female,39,3,1,Laboratory Technician,3,Divorced,3339.0,Upto 5k,17285,3,Yes,13,3,1,2,10,2,3,7,7,7,7.0,3339,1,26-35,6-10 Yrs,0,Junior Core,-0.8572,1.2682
29,No,Travel_Rarely,332,Human Resources,17,3,Other,2,Male,51,2,3,Human Resources,1,Single,7988.0,5k-10k,9769,1,No,13,3,1,0,10,3,2,10,9,0,9.0,7988,0,26-35,6-10 Yrs,1,Mid-Level Professionals,0.8254,1.3978
29,Yes,Travel_Frequently,337,Research & Development,14,1,Other,3,Female,84,3,3,Healthcare Representative,4,Single,7553.0,5k-10k,22930,0,Yes,12,3,1,0,9,1,3,8,7,7,7.0,7553,1,26-35,6-10 Yrs,1,Mid-Level Professionals,0.4088,0.8389
29,Yes,Travel_Frequently,115,Sales,13,3,Technical Degree,1,Female,51,3,2,Sales Executive,2,Single,5765.0,5k-10k,17485,5,No,11,3,1,0,7,4,1,5,3,0,0.0,5765,1,26-35,3-5 Yrs,0,Junior Core,-1.1382,-0.4215
29,No,Travel_Rarely,1246,Sales,19,3,Life Sciences,3,Male,77,2,2,Sales Executive,3,Divorced,8620.0,5k-10k,23757,1,No,14,3,3,2,10,3,3,10,7,0,4.0,8620,0,26-35,6-10 Yrs,1,Mid-Level Professionals,0.0246,0.6463
29,No,Travel_Frequently,410,Research & Development,2,1,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,3180.0,Upto 5k,4668,0,No,13,3,3,3,4,3,3,3,2,0,2.0,3180,0,26-35,3-5 Yrs,0,Junior Core,-1.9485,0.0053
29,Yes,Travel_Rarely,224,Research & Development,1,4,Technical Degree,1,Male,100,2,1,Research Scientist,1,Single,2362.0,Upto 5k,7568,6,No,13,3,3,0,11,2,1,9,7,0,7.0,2362,1,26-35,6-10 Yrs,1,Mid-Level Professionals,-0.7717,1.3613
29,No,Travel_Rarely,441,Research & Development,8,1,Other,3,Female,39,1,2,Healthcare Representative,1,Married,9715.0,5k-10k,7288,3,No,13,3,3,1,9,3,3,7,7,0,7.0,9715,0,26-35,6-10 Yrs,1,Mid-Level Professionals,0.1535,0.7297
29,No,Travel_Rarely,598,Research & Development,9,3,Life Sciences,3,Male,91,4,1,Research Scientist,3,Married,2451.0,Upto 5k,22376,6,No,18,3,1,2,5,2,2,1,0,0,0.0,2451,0,26-35,0-2 Yrs,0,Junior Core,-2.2715,-0.3891
29,No,Travel_Rarely,1370,Research & Development,3,1,Medical,2,Male,87,3,1,Laboratory Technician,1,Single,4723.0,Upto 5k,16213,1,Yes,18,3,4,0,10,3,3,10,9,1,5.0,4723,0,26-35,6-10 Yrs,0,Junior Core,-0.7049,0.9775
29,No,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1,Male,87,3,2,Healthcare Representative,4,Divorced,8853.0,5k-10k,24483,1,No,19,3,4,1,6,0,4,6,4,1,3.0,8853,0,26-35,6-10 Yrs,0,Junior Core,-0.5464,-0.126
29,No,Travel_Rarely,469,Sales,10,3,Medical,3,Male,42,2,2,Sales Executive,3,Single,5869.0,5k-10k,23413,9,No,11,3,3,0,8,2,3,5,2,1,4.0,5869,0,26-35,3-5 Yrs,0,Junior Core,-0.7046,0.2669
29,No,Travel_Rarely,991,Sales,5,3,Medical,1,Male,43,2,2,Sales Executive,2,Divorced,4187.0,Upto 5k,3356,1,Yes,13,3,2,1,10,3,2,10,0,0,9.0,4187,0,26-35,6-10 Yrs,1,Mid-Level Professionals,0.0163,1.6048
29,No,Travel_Rarely,1082,Research & Development,9,4,Medical,4,Female,43,3,1,Laboratory Technician,3,Married,2974.0,Upto 5k,25412,9,No,17,3,3,1,9,2,3,5,3,1,2.0,2974,0,26-35,3-5 Yrs,0,Junior Core,-1.5377,0.2216
29,Yes,Travel_Rarely,428,Sales,9,3,Marketing,2,Female,52,1,1,Sales Representative,2,Single,2760.0,Upto 5k,14630,1,No,13,3,3,0,2,3,3,2,2,2,2.0,2760,1,26-35,0-2 Yrs,0,Junior Core,-2.174,0.1099
29,No,Travel_Frequently,461,Research & Development,1,3,Life Sciences,4,Male,70,4,2,Healthcare Representative,3,Single,6294.0,5k-10k,23060,8,Yes,12,3,4,0,10,5,4,3,2,0,2.0,6294,0,26-35,3-5 Yrs,0,Junior Core,-0.8541,-0.5027
29,No,Travel_Rarely,590,Research & Development,4,3,Technical Degree,4,Female,91,2,1,Research Scientist,1,Divorced,2109.0,Upto 5k,10007,1,No,13,3,3,1,1,2,3,1,0,0,0.0,2109,0,26-35,0-2 Yrs,0,Junior Core,-2.5494,-0.3913
29,Yes,Travel_Rarely,350,Human Resources,13,3,Human Resources,1,Male,56,2,1,Human Resources,1,Divorced,2335.0,Upto 5k,3157,4,Yes,15,3,4,3,4,3,3,2,2,2,0.0,2335,1,26-35,0-2 Yrs,0,Junior Core,-2.2779,-0.2106
29,No,Travel_Frequently,574,Research & Development,20,1,Medical,4,Male,40,3,1,Laboratory Technician,4,Married,3812.0,Upto 5k,7003,1,No,13,3,2,0,11,3,4,11,8,3,10.0,3812,0,26-35,11-20 Yrs,1,Mid-Level Professionals,-0.2134,2.362
29,No,Travel_Rarely,726,Research & Development,29,1,Life Sciences,4,Male,93,1,2,Healthcare Representative,3,Divorced,6384.0,5k-10k,21143,8,No,17,3,4,2,11,3,3,7,0,1,6.0,6384,0,26-35,6-10 Yrs,1,Mid-Level Professionals,-0.1533,1.078
29,No,TravelRarely,352,Human Resources,6,1,Medical,4,Male,87,2,1,Human Resources,2,Married,2804.0,Upto 5k,15434,1,No,11,3,4,0,1,3,3,1,0,0,0.0,2804,0,26-35,0-2 Yrs,0,Junior Core,-2.4769,-0.3949
29,Yes,Travel_Frequently,459,Research & Development,24,2,Life Sciences,4,Male,73,2,1,Research Scientist,4,Single,2439.0,Upto 5k,14753,1,Yes,24,4,2,0,1,3,2,1,0,1,0.0,2439,1,26-35,0-2 Yrs,0,Junior Core,-2.5079,-0.0461
29,No,Travel_Rarely,592,Research & Development,7,3,Life Sciences,4,Male,59,3,1,Laboratory Technician,1,Single,2062.0,Upto 5k,19384,3,No,14,3,2,0,11,2,3,3,2,1,2.0,2062,0,26-35,3-5 Yrs,0,Junior Core,-1.6408,0.0396
29,Yes,Travel_Frequently,746,Sales,24,3,Technical Degree,3,Male,45,4,1,Sales Representative,1,Single,1091.0,Upto 5k,10642,1,No,17,3,4,0,1,3,3,1,0,0,0.0,1091,1,26-35,0-2 Yrs,0,Junior Core,-2.6471,0.0316
29,No,Travel_Rarely,136,Research & Development,1,3,Life Sciences,1,Male,89,3,2,Healthcare Representative,1,Married,5373.0,5k-10k,6225,0,No,12,3,1,1,6,5,2,5,3,0,2.0,5373,0,26-35,3-5 Yrs,0,Junior Core,-1.0614,-0.2169
29,Yes,Travel_Rarely,1092,Research & Development,1,4,Medical,1,Male,36,3,1,Research Scientist,4,Married,4787.0,Upto 5k,26124,9,Yes,14,3,2,3,4,3,4,2,2,2,2.0,4787,1,26-35,0-2 Yrs,0,Junior Core,-1.8472,-0.1873
29,No,Travel_Rarely,1378,Research & Development,13,2,Other,4,Male,46,2,2,Laboratory Technician,2,Married,4025.0,Upto 5k,23679,4,Yes,13,3,1,1,10,2,3,4,3,0,3.0,4025,0,26-35,3-5 Yrs,0,Junior Core,-0.9287,0.1199
29,No,Travel_Rarely,468,Research & Development,28,4,Medical,4,Female,73,2,1,Research Scientist,1,Single,3785.0,Upto 5k,8489,1,No,14,3,2,0,5,3,1,5,4,0,4.0,3785,0,26-35,3-5 Yrs,0,Junior Core,-1.5058,0.9732
30,No,Travel_Rarely,1358,Research & Development,24,1,Life Sciences,4,Male,67,3,1,Laboratory Technician,3,Divorced,2693.0,Upto 5k,13335,1,No,22,4,2,1,1,2,3,1,0,0,3.0,2693,0,26-35,0-2 Yrs,0,Junior Core,-2.1715,0.4721
30,No,Travel_Rarely,125,Research & Development,9,2,Medical,4,Male,83,2,1,Laboratory Technician,3,Single,2206.0,Upto 5k,16117,1,No,13,3,1,0,10,5,3,10,0,1,8.0,2206,0,26-35,6-10 Yrs,1,Mid-Level Professionals,-0.6525,1.7647
30,No,Travel_Frequently,721,Research & Development,1,2,Medical,3,Female,58,3,2,Laboratory Technician,4,Single,4011.0,Upto 5k,10781,1,No,23,4,4,0,12,2,3,12,8,3,7.0,4011,0,26-35,11-20 Yrs,1,Mid-Level Professionals,0.1009,1.2458
30,No,Travel_Rarely,852,Research & Development,1,1,Life Sciences,4,Male,55,2,2,Laboratory Technician,4,Married,5126.0,5k-10k,15998,1,Yes,12,3,3,2,10,1,2,10,8,3,0.0,5126,0,26-35,6-10 Yrs,0,Junior Core,-0.6695,-0.2884
30,No,Travel_Rarely,288,Research & Development,2,3,Life Sciences,3,Male,99,2,2,Healthcare Representative,4,Married,4152.0,Upto 5k,15830,1,No,19,3,1,3,11,3,3,11,10,10,8.0,4152,0,26-35,11-20 Yrs,1,Mid-Level Professionals,0.0824,1.383
30,No,Travel_Rarely,1334,Sales,4,2,Medical,3,Female,63,2,2,Sales Executive,2,Divorced,5209.0,5k-10k,19760,1,Yes,12,3,2,3,11,4,2,11,8,2,7.0,5209,0,26-35,11-20 Yrs,1,Mid-Level Professionals,0.1013,1.1669
30,No,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,1,Male,96,1,1,Research Scientist,3,Divorced,2613.0,Upto 5k,22310,1,No,25,4,3,3,10,2,2,10,7,0,9.0,2613,0,26-35,6-10 Yrs,1,Mid-Level Professionals,-0.5143,2.1878
30,No,Travel_Rarely,1240,Human Resources,9,3,Human Resources,3,Male,48,3,2,Human Resources,4,Married,6347.0,5k-10k,13982,0,Yes,19,3,4,0,12,2,1,11,9,4,3.0,6347,0,26-35,11-20 Yrs,1,Mid-Level Professionals,-0.0829,0.4087
30,No,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,Female,75,3,1,Research Scientist,3,Single,2632.0,Upto 5k,23910,1,No,14,3,3,0,5,4,2,5,4,0,3.0,2632,0,26-35,3-5 Yrs,0,Junior Core,-1.6823,0.624
30,No,Travel_Rarely,201,Research & Development,5,3,Technical Degree,4,Female,84,3,1,Research Scientist,1,Divorced,3204.0,Upto 5k,10415,5,No,14,3,4,1,8,3,3,3,2,2,3.0,3204,0,26-35,3-5 Yrs,0,Junior Core,-1.5759,0.139
30,No,Travel_Rarely,1427,Research & Development,2,1,Medical,2,Male,35,2,1,Laboratory Technician,4,Single,2720.0,Upto 5k,11162,0,No,13,3,4,0,6,3,3,5,3,1,3.0,2720,0,26-35,3-5 Yrs,0,Junior Core,-1.6189,0.3103
30,No,Travel_Rarely,1339,Sales,5,3,Life Sciences,2,Female,41,3,3,Sales Executive,4,Married,9419.0,5k-10k,8053,2,No,12,3,3,1,12,2,3,10,9,7,4.0,9419,0,26-35,6-10 Yrs,1,Mid-Level Professionals,0.6716,0.0622
30,No,Non-Travel,111,Research & Development,9,3,Medical,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072.0,Upto 5k,11012,1,No,11,3,3,2,12,4,3,12,9,6,10.0,3072,0,26-35,11-20 Yrs,1,Mid-Level Professionals,0.2798,2.0203
